product_id,product_name,manufacturer,matched_name,matched_maker,similarity,maker_status,raw_length
12541,"러브＆러브","(주)샤니","러브러브","(주)카파니씨",0.60,❌불일치,126
12574,"소박한 맛있는 쌈장","신송식품주식회사","맛있는 쌈장","(주)나이스푸드",0.64,❌불일치,45
12579,"국산 다진마늘","농업회사법인(주)제주내츄럴푸드","국산 다진마늘","(주)이마트후레쉬센터",1.00,❌불일치,7
12581,"소고기 덮밥","에코푸드","중화 소고기 덮밥","(주)맛요일",0.70,❌불일치,85
12585,"뱅어포조림","진우식품(주)","뱅어포조림","광천 송가네",1.00,❌불일치,15
12612,"김신영 피자군만두","나래식품주식회사","피자군만두","오뚜기냉동식품 주식회사",0.60,❌불일치,174
12616,"순홍삼액골드","효림농산영농조합법인","순홍삼액골드","친환경인삼영농조합법인",1.00,❌불일치,26
12623,"포테토칩 사워크림어니언","(주)농심","사워크림어니언","(주)상상푸드시스템",0.62,❌불일치,128
12633,"계피맛캔디","매일제과산업(주)","계피맛캔디","칠성제과",1.00,❌불일치,22
12636,"찬물에 잘녹는 홍삼쿨","(주)한국인삼공사","찬물에 잘녹는 홍삼쿨","(주)네추럴웨이",1.00,❌불일치,28
12638,"스무디킹 인핸서 1","코스맥스엔비티(주)","스무디킹 인핸서 8","(주)유유헬스케어",0.69,❌불일치,72
12647,"오트밀쿠키","(주)금촌베이커리","오트밀쿠키","시골생활건강식품",1.00,❌불일치,41
12670,"모카롤케익","(주)옵스","모카롤케익","유성씨앤에프(주)",1.00,❌불일치,155
12688,"김치찐만두","세린식품(주)","김치찐만두","(주)풀그린",1.00,❌불일치,122
12699,"내린천두부","기린농협가공사업소","내린천두부","기린원당농협두부조합공동사업법인",1.00,❌불일치,7
12713,"냉동블루베리","(주)웰팜","냉동블루베리","(주)흥국에프엔비",1.00,❌불일치,9
12727,"설록 둥굴레차","농업회사법인(주)오설록농장","둥굴레차","대한다업(주)",0.63,❌불일치,7
12733,"호야 순살찜닭","(주)정미푸드","순살찜닭","(주)임꺽정푸드시스템",0.63,❌불일치,347
12736,"모카스폰지케익","씨제이푸드빌주식회사","수출용)모카스폰지케익","(주)파리크라상",0.67,❌불일치,110
12737,"오리엔탈소스HF-2","한마루푸드","오리엔탈소스-2","(주)소스텍",0.67,❌불일치,110
12747,"텃골냉면육수","버들식품(주)","텃골냉면육수","화성식품",1.00,❌불일치,45
12751,"게살볶음밥","주식회사 인스밸류","게살볶음밥","천일식품(주)",1.00,❌불일치,93
12790,"고려홍삼정골드","(주)고려바이오홍삼","고려홍삼정골드","(주)건보",1.00,❌불일치,45
12791,"조미김가루","삼해상사(주)부안공장","조미김가루","바다식품",1.00,❌불일치,19
12792,"아이키커 사과","(주)한국인삼공사","아이키커 사과","(주)엠에스씨",1.00,❌불일치,80
12803,"고려홍삼양갱","케이지랩(주)","고려홍삼양갱","명성제과",1.00,❌불일치,34
12843,"옥수수식빵","(주)샤니","옥수수식빵","서울식품공업(주)",1.00,❌불일치,149
12862,"비프스테이크","에쓰푸드홀딩스 주식회사","비프스테이크소스","토리원",0.60,❌불일치,54
12863,"소고기전주비빔밥삼각김밥","(주)그린키친","소고기전주비빔삼각김밥","주식회사 영우에프엔에프",0.67,❌불일치,88
12885,"진승프리미엄훈제연어슬라이스","진승글로벌푸드주식회사","프리미엄훈제연어슬라이스","(주)명인수산",0.65,❌불일치,15
12887,"클래식 넛츠","(주)오리온 제3익산공장","클래식 넛츠 타르트","주식회사신세계푸드천안공장",0.64,❌불일치,103
12892,"데리야끼소스","(주)예우당에프에스","데리야끼소스","주식회사 오뚜기",1.00,❌불일치,101
12908,"건 취나물","농업회사법인(주)단양농특산","취나물","유민식품 농업회사법인 주식회사",0.67,❌불일치,19
12912,"티젠 다즐링홍차","주식회사 티젠","다즐링홍차","엠케이 티(MK TEA)",0.67,❌불일치,8
12915,"계피맛 꼬마전병","(주)대영지에프","꼬마전병 계피맛","정성제과",1.00,❌불일치,60
12928,"해표 포도씨유","(주)사조대림","포도씨유","롯데웰푸드주식회사천안공장",0.63,❌불일치,18
12930,"날치알(오렌지색)","해진물산(주)","날치알(오렌지색)","고래미 주식회사",1.00,❌불일치,78
12931,"김치왕만두","농업회사법인(유)굿푸드","김치왕만두","(주)풀그린",1.00,❌불일치,171
12936,"유산균음료","(주)푸르밀","이오 유산균음료","남양유업주식회사 경주공장",0.67,❌불일치,138
12959,"광동 산삼배양근眞","광동제약주식회사","산삼배양근眞","(주)중앙타프라",0.70,❌불일치,83
13002,"찰팥시루떡","한소담","찰팥시루떡","민속식품 명가",1.00,❌불일치,19
13003,"대복 딸기 찹쌀떡","대복","찹쌀떡-딸기","(주)떡파는 사람들",0.70,❌불일치,84
13021,"고추지무침","(주)더안코리아","고추지무침","고려냉장식품(주)",1.00,❌불일치,55
13033,"고추지무침","(주)더안코리아","고추지무침","고려냉장식품(주)",1.00,❌불일치,55
13036,"제주산야초 매실 발효진액","제주산야초영농조합법인","제주산야초 매실 발효진액","산야초이야기",1.00,❌불일치,6
13043,"맛있는 불고기오징어","(주)신원종합상사","불고기오징어","삼우산업사",0.64,❌불일치,51
13060,"치즈돈까스","(주)트루웰푸드","치즈돈까스","해피종합식품",1.00,❌불일치,24
13064,"김치군만두","씨제이제일제당(주)","보영 김치군만두","나래식품주식회사",0.67,❌불일치,191
13067,"고추지무침","청아원(주)","고추지무침","고려냉장식품(주)",1.00,❌불일치,55
13078,"레몬에이드","해태에이치티비주식회사","레몬에이드","매일유업(주)광주공장",1.00,❌불일치,19
13085,"이마트 옥수수맛전분","(주)에버헬스케어 농업회사법인","옥수수맛전분","한강식품",0.64,❌불일치,15
13089,"해표 포도씨유","(주)사조대림","포도씨유","롯데웰푸드주식회사천안공장",0.63,❌불일치,18
13105,"유기농 누룽지 씨리얼","농업회사법인 미리얼 주식회사","유기농 누룽지","(주)더맘",0.67,❌불일치,11
13108,"도토리묵밥","(주)한울타리식품","도토리묵밥","(주)약석원농업회사법인",1.00,❌불일치,7
13111,"통새우까스","농업회사법인(주)영풍지점","통새우까스","주식회사 영인푸드",1.00,❌불일치,24
13120,"천연양념소금(무침용)","장나라","천연양념소금(무침용)","주식회사 이엘트리",1.00,❌불일치,18
13124,"들기름을 발라 더 고소한김 재래김","사조씨푸드(주)익산공장","들기름을 발라 고소한 광천김 재래김","(주)광천김",0.63,❌불일치,33
13144,"다시마제리","일광제과","다시마제리","미성식품",1.00,❌불일치,22
13146,"황토방청국장","주식회사 상촌식품","한닢쿡 황토방청국장","농업회사법인 주식회사 원스팜",0.64,❌불일치,12
13149,"브랙퍼스트","에쓰푸드홀딩스 주식회사","브랙퍼스트티","주식회사 올데이티",0.63,❌불일치,8
13152,"오디발효원액","산청군양잠농업협동조합","오디원(오디발효원액)","초록영농조합법인",0.78,❌불일치,6
13163,"양념닭갈비","(주)하림","양념닭갈비","남양",1.00,❌불일치,16
13164,"통구이쥐치포","해청식품(주)","통구이쥐치포","해광종합식품",1.00,❌불일치,31
13177,"유기농미숫가루","칠갑농산(주)","유기농미숫가루","주식회사 케이루트",1.00,❌불일치,43
13202,"포도드링크","(주)자연과사람들","포도드링크","오케이에프음료 주식회사",1.00,❌불일치,143
13219,"녹용홍삼진쌍","(주)한국신약","녹용홍삼진","(주)보성식품",0.63,❌불일치,172
13226,"유기농 보리차","(주)제이앤푸드","유기농 보리차","농업회사법인 주식회사 자연이 정답이다",1.00,❌불일치,9
13241,"홍국라이스","준바이오","고함량 홍국라이스","주식회사 바비조아",0.60,❌불일치,10
13255,"슈웹스 그레이프토닉 원제 제2부","한국 코카콜라 유한회사","슈웹스 그레이프토닉","오케이에프음료 주식회사",0.61,❌불일치,61
13276,"유기 볶음콩가루","철원친환경영농조합법인","볶음콩가루","(주)청솔에프앤비",0.67,❌불일치,6
13277,"티젠 다즐링홍차","주식회사 티젠","다즐링홍차","엠케이 티(MK TEA)",0.67,❌불일치,8
13280,"올리고 다시마당과","주식회사자연가농업회사법인","다시마당과","희양식품",0.60,❌불일치,24
13284,"쇠고기 육포","(주)청미식품","쇠고기 육포","주식회사다원F&B",1.00,❌불일치,94
13297,"구포 쫄깃국수","고려종합식품","구포 쫄깃국수","구포국수",1.00,❌불일치,9
13305,"샤니 아몬드파운드","(주)샤니","아몬드파운드","서울식품공업(주)",0.70,❌불일치,253
13311,"유기농발아현미스낵","청미래자연식품","유기농발아현미","(주)보성다원",0.64,❌불일치,8
13318,"시금치 쌀과자","GG푸드","쌀과자 시금치","농업회사법인 한세상(주)",1.00,❌불일치,8
13328,"카페블루 프렌치로스트 커피믹스","(주)제이앤푸드","카페블루 프렌치로스트 커피믹스","자연그대로(주)",1.00,❌불일치,17
13334,"오뚜기생면사리","오뚜기라면(주)","오뚜기생면사리","한일식품(주)",1.00,❌불일치,33
13345,"원당순두부","원당농업협동조합","수라청 원당순두부","기린원당농협두부조합공동사업법인",0.60,❌불일치,7
13349,"블루베리차","(주)다정","블루베리차","주식회사 엔푸드",1.00,❌불일치,42
13350,"청우 소내장탕","청우식품","소내장탕","선미식품",0.63,❌불일치,111
13382,"아가미젓갈","(주)어간장세상","아가미젓갈","신영식품하루미",1.00,❌불일치,42
13385,"마늘맛분말","농심태경(주)","마늘맛분말","(주)동방식품",1.00,❌불일치,12
13402,"제육볶음도시락","(주)현대푸드시스템","제육볶음도시락","엔젤식품",1.00,❌불일치,22
13404,"초코칩머핀","(주)아밀","초코칩머핀","(주)샤니",1.00,❌불일치,80
13419,"해물볶음밥","주식회사 인스밸류","해물볶음밥","천일식품(주)",1.00,❌불일치,79
13445,"함초 재래된장","농업회사법인 함초원(주)","재래된장","신송식품주식회사",0.63,❌불일치,60
13458,"안쵸(블루베리)","첼린저푸드","블루베리","풀무원건강생활(주)",0.63,❌불일치,37
13464,"맛있는순두부찌개","주식회사 오뚜기","맛있는순두부찌개양념","(주)텃밭에프앤에스",0.67,❌불일치,227
13471,"광동 산삼배양근眞","광동제약주식회사","산삼배양근眞","(주)중앙타프라",0.70,❌불일치,83
13495,"함박스테이크","(주)아워홈","함박스테이크","주식회사 삼립 서천공장",1.00,❌불일치,144
13499,"요플레 오리지널 파인애플","(주)빙그레","오리지널 파인애플","콜마비앤에이치(주)세종3공장",0.71,❌불일치,195
13522,"자일리톨 홍삼","해태제과식품(주)천안2공장","자일리톨","(주)보락",0.63,❌불일치,6
13525,"비빔가리비젓","다솜통상","비빔가리비젓","(주)대명수산",1.00,❌불일치,59
13526,"전철우 고향랭면 (평양)","(주)태종에프디","전철우 고향랭면(평양)","(주)면사랑",1.00,❌불일치,39
13528,"참치볶음김치","(주)두레방식품","참치볶음김치","농업회사법인 주식회사 한울",1.00,❌불일치,86
13535,"카페리토 블루마운틴블랜드","(주)루왁코리아","블루마운틴블랜드","쎄리오",0.64,❌불일치,16
13550,"블루베리음료","(주)웰팜","블루베리음료","(주)스위트코리아",1.00,❌불일치,40
13556,"고등어 김치 조림","(주)태종에프디","고등어 조림","주식회사 진가네",0.70,❌불일치,62
13559,"매운볼어묵","씨제이씨푸드 주식회사","매운볼어묵","곰살어묵",1.00,❌불일치,86
13570,"쟁반국수 Ⅱ","삼오식품(주)","쟁반국수","삼진식품",0.71,❌불일치,34
13578,"복숭아 홍차","애니타임","복숭아 홍차","(주)다정",1.00,❌불일치,32
13580,"닭강정소스 HF-1","한마루푸드","닭강정소스-1","(주)이슬나라",0.73,❌불일치,127
13588,"한솔찰순대","(주)대울식품","한솔찰순대","성원식품",1.00,❌불일치,76
13597,"블랙포레스트","(주)샤니","블랙포레스트","유일식품",1.00,❌불일치,28
13646,"훈제연어 슬라이스","해성코퍼레이션(주)","슬라이스 훈제연어","우영수산주식회사",1.00,❌불일치,8
13660,"오렌지드링크","(주)자연과사람들","오렌지드링크","오케이에프음료 주식회사",1.00,❌불일치,81
13663,"고추장볶음(매운맛)양념","오케이아이레스토랑시스템(주)","매운맛 고추장볶음","한일식품",0.77,❌불일치,38
13676,"복음자리 복숭아시럽","주식회사 대상다이브스","복숭아시럽","래미에프앤비",0.60,❌불일치,58
13701,"카라멜 라떼","서울우유거창공장","카라멜 라떼","플레이버팝스(주)",1.00,❌불일치,101
13723,"해물동그랑땡","주식회사참살이네푸드","해물동그랑땡","한성기업(주)",1.00,❌불일치,90
13763,"해물볶음밥","주식회사 인스밸류","해물볶음밥","천일식품(주)",1.00,❌불일치,79
13768,"달콤한닭강정","유림식품","달콤한닭강정소스","(주)동원홈푸드",0.60,❌불일치,139
13783,"타타리메밀차","(주)명신","타타리메밀차","수목건강식품",1.00,❌불일치,10
13786,"제주하르방백년초초콜릿","주식회사올레둘레","제주하르방백년초초콜릿","주식회사탐나는초콜릿",1.00,❌불일치,12
13807,"COLD BREW(콜드브류)","커피팩토리일산","콜드브루(COLD BREW)","팜투컵커피컴퍼니",0.76,❌불일치,7
13809,"둥근)전주비빔밥","(주)한국데리카후레쉬","전주비빔밥","춘향골사람들 영농조합법인",0.67,❌불일치,84
13827,"냉면비빔장","(주)보부식품","냉면비빔장","(주)삼진푸드",1.00,❌불일치,112
13829,"산마늘절임","상하식품","산마늘절임","울릉청정",1.00,❌불일치,22
13833,"효종원 생오미자당절임","농업회사법인 효종원주식회사","생오미자당절임","농업회사법인 엠케이엠 주식회사",0.67,❌불일치,7
13834,"설록 민트 그린티","농업회사법인(주)오설록농장","민트 그린티","명인신광수차",0.70,❌불일치,13
13838,"쥐포구이채","오천산업(주)2공장","쥐포구이채","일신식품",1.00,❌불일치,40
13843,"아몬드페스츄리","(주)샤니","아몬드페스츄리","서울식품공업(주)",1.00,❌불일치,163
13850,"야채드레싱","한마루푸드","야채드레싱","(주)산마을",1.00,❌불일치,66
13863,"다시노모도","(주)새한BiF","다시노모도-B","부건에프엔비",0.75,❌불일치,61
13864,"브로콜리(냉동)","프레시플러스(주)공주제1공장","싱싱 브로콜리(냉동)","농업회사법인 주식회사 세종아란",0.73,❌불일치,14
13868,"들기름을 발라 더 고소한김 재래김","사조씨푸드(주)익산공장","들기름을 발라 고소한 광천김 재래김","(주)광천김",0.63,❌불일치,33
13874,"모싯잎송편","떡떡쿵덕쿵","모싯잎송편","(주) 대두식품",1.00,❌불일치,33
13883,"꿈엔들 알로에","(주)퓨럽","꿈엔들 알로에","북안동농협산약가공공장",1.00,❌불일치,62
13890,"태양의 맛! 썬 오리지널","(주)오리온 이천공장","태양의 맛! 썬","농업회사법인 오리���농협 주식회사",0.62,❌불일치,35
13914,"6년 고려인삼절편","효림농산영농조합법인","고려인삼절편","강원농원(주)",0.70,❌불일치,13
13931,"시골참기름","(주)시골김","시골참기름","푸미푸드",1.00,❌불일치,8
13965,"포도맛캔디","로얄제과(주)","포도맛캔디","일광제과",1.00,❌불일치,76
13967,"맛있는 부산어묵","해양식품","맛있는 부산어묵/봉어묵","(주)늘푸른바다",0.75,❌불일치,71
13982,"자광보력환","(주)한국신약","자광보력환","(주)경옥가",1.00,❌불일치,134
13986,"돼지양념갈비","태하식품","돼지양념갈비소스","주식회사 바로에프에스",0.60,❌불일치,135
13998,"찹쌀떡도넛","주식회사삼립","찹쌀떡도넛","골든레인 디저트",1.00,❌불일치,63
13999,"헛개나무추출액","한반도농협동강가공사업소","헛개나무추출액","풀무원건강생활(주)",1.00,❌불일치,12
14014,"고구마돈까스","(주)도나고","고구마돈까스","해피종합식품",1.00,❌불일치,38
14049,"진한설렁탕","(주)진한식품","진한설렁탕","선미식품",1.00,❌불일치,26
14059,"고구마돈까스","(주)도나고","고구마돈까스","해피종합식품",1.00,❌불일치,38
14062,"코코넛쿠키","해듬","코코넛쿠키","서울식품공업(주)",1.00,❌불일치,56
14086,"더덕장아찌","유민식품 농업회사법인 주식회사","더덕장아찌","순창고추장보존협의회",1.00,❌불일치,24
14090,"고향찜옥수수","주식회사삼립","고향찜옥수수","하마식품",1.00,❌불일치,58
14093,"바베큐맛씨즈닝","참나무식품","바베큐맛씨즈닝","화남식품산업",1.00,❌불일치,87
14096,"멸치명��액젓","원정수산","멸치 액젓","칠성식품",0.63,❌불일치,7
14101,"알타리김치","농업회사법인주식회사해미래","알타리김치","대우통상",1.00,❌불일치,37
14105,"맛살말이어묵바","(주)남부식품","맛살말이어묵","영진식품",0.67,❌불일치,89
14113,"광천토굴새우젓","어업회사법인 광천토굴 주식회사","광천토굴새우젓","광천수산",1.00,❌불일치,9
14115,"생��맛칼국수","정원식품 해뜬날","맛칼국수","명동종합식품",0.71,❌불일치,16
14122,"고들빼기무침","주식회사 생향 임실지점","고들빼기무침","한양식품",1.00,❌불일치,66
14127,"고추장볶음(매운맛)양념","오케이아이레스토랑시스템(주)","매운맛 고추장볶음","한일식품",0.77,❌불일치,38
14132,"제주 녹차 라떼","(주)서울에프엔비 횡성지점","제주 녹차","(주)삼양패키징광혜원공장",0.67,❌불일치,26
14134,"미쓰리 떡볶이소스","(주)강스푸드","미쓰리 떡볶이소스 불맛","주식회사 미쓰리",0.77,❌불일치,43
14135,"마늘쫑무침","(주)더안코리아","마늘쫑무침","(주)영동식품",1.00,❌불일치,49
14159,"바닐라향커피","주식회사 로스팅멘토","바닐라향커피","커피나라",1.00,❌불일치,20
14169,"닭갈비양념장","농심태경(주)","닭갈비양념장","뫼바우식품",1.00,❌불일치,63
14177,"감자맛 전분","주식회사조흥","솔표 감자맛 전분","(주)솔표식품",0.70,❌불일치,16
14185,"시골참기름","(주)시골김","시골참기름","푸미푸드",1.00,❌불일치,8
14201,"초코칩 쿠키","롯데웰푸드(주)","초코칩 쿠키","장애인보호작업장꿈꾸는나무",1.00,❌불일치,43
14207,"제육볶음도시락","(주)현대푸드시스템","제육볶음도시락","엔젤식품",1.00,❌불일치,22
14217,"검정깨강정","(주)한창유통","검정깨강정","문화제과",1.00,❌불일치,16
14221,"모카롤케익(케이크)","(주)샤니","모카롤케익","유성씨앤에프(주)",0.60,❌불일치,155
14222,"돼지양념갈비","태하식품","돼지양념갈비소스","주식회사 바로에프에스",0.60,❌불일치,135
14245,"소담 김치만두","나래식품주식회사","김치만두(소)","원미가",0.67,❌불일치,144
14250,"오리양념주물럭","(주)팜덕 세븐(SEVEN)지점","오리양념주물럭소스","(주)시아스",0.64,❌불일치,396
14263,"백설군만두","씨제이제일제당(주)","백설군만두","(주)엄지식품",1.00,❌불일치,101
14267,"파프리카씨즈닝","주식회사청우식품","파프리카씨즈닝","주식회사 동방푸드마스타",1.00,❌불일치,12
14270,"천하일품 쫄면","(주)송학식품","천하일품","(주)SNR푸드",0.63,❌불일치,66
14274,"고구마조청","재머리농원","고구마조청","더나음 협동조합",1.00,❌불일치,8
14275,"모듬야채피클","주식회사찬드림","모듬야채피클","주식회사 혜성식품",1.00,❌불일치,14
14279,"초화림 된장깻잎지","(주)초화림","된장깻잎지","(주)유창상사",0.60,❌불일치,13
14286,"고구마스틱","(주)에이뷰","고구마스틱","미소머금고영농조합법인",1.00,❌불일치,197
14292,"유기농 건 블루베리","(주)에이뷰","유기농 건 블루베리","블루베리농원 해마루",1.00,❌불일치,20
14296,"고추장불고기양념","비에이치푸드케어(주)","고추장불고기양념","맛손양념",1.00,❌불일치,94
14315,"들기름을 발라 더 고소한김 재래김","사조씨푸드(주)익산공장","들기름을 발라 고소한 광천김 재래김","(주)광천김",0.63,❌불일치,33
14323,"천종산삼배양근골드","농업회사법인(주)동서웰빙","천종산삼배양근골드","향토농산홍삼사업부",1.00,❌불일치,75
14347,"천연양념소금(무침용)","장나라","천연양념소금(무침용)","주식회사 이엘트리",1.00,❌불일치,18
14369,"이츠웰 마늘쫑지무침","(주)디미방","마늘쫑지무침","(주)이음푸드시스템 가동",0.64,❌불일치,52
14370,"유기농 페퍼민트","티앤씨더블유(주)","유기농 페퍼민트","에빠니코퍼레이션",1.00,❌불일치,7
14372,"카스테라단자","주식회사 맛있는세상","카스테라단자","장가떡집",1.00,❌불일치,47
14384,"닭가슴살볶음밥","주식회사 인스밸류","닭가슴살볶음밥","(주)시아스",1.00,❌불일치,137
14388,"버터구이오징어(통.채)","금한산업","버터구이오징어(채)","(주)동양잠파스",0.83,❌불일치,49
14392,"수제등심돈까스","세미가","수제등심돈까스","텔푸드",1.00,❌불일치,37
14396,"유기농발아현미차","청오건강 농업회사법인(주)","유기농발아현미","(주)보성다원",0.70,❌불일치,8
14406,"찹쌀고추장","장담아전통식품영농조합법인","찹쌀고추장","이조전통식품",1.00,❌불일치,30
14411,"고바우 가자미식해","(주)고바우푸드","가자미식해","(주)영동식품",0.60,❌불일치,106
14413,"블루베리비타미","(주)아오스","블루베리비타C","(주)코롬방제과",0.60,❌불일치,64
14416,"플레인요거트-엠피","(주)데어리젠","플레인요거트","고은향기",0.70,❌불일치,59
14418,"제주산야초 흰민들레 발효진액","제주산야초영농조합법인","제주산야초 흰민들레 발효진액","산야초이야기",1.00,❌불일치,8
14429,"모듬튀김도시락뉴","(주)그린키친","모듬튀김도시락","유한회사 행복예찬",0.70,❌불일치,33
14434,"양념소불고기","(주)윤덕","양념소불고기","제이에스푸드원주식회사",1.00,❌불일치,11
14437,"유기농녹차","녹차원주식회사","유기농녹차환","산장유기농",0.63,❌불일치,13
14444,"찹쌀새알심","한소담","찹쌀새알심","민들레떡",1.00,❌불일치,18
14450,"태화꽃소금","태화제염","태화꽃소금","태화염업사",1.00,❌불일치,8
14480,"해양심층수포기김치","(주)서한푸드","해양심층수포기김치","현진식품영농조합법인",1.00,❌불일치,9
14488,"담터 레몬홍차","(주)담터","레몬홍차","주식회사고려인삼제품공사",0.63,❌불일치,60
14491,"오징어 불고기 진미","한양식품","진미 오징어","한성씨푸드주식회사",0.64,❌불일치,85
14494,"산삼배양근","웰바이오텍","산삼배양근","(주)보고신약 논산공장",1.00,❌불일치,211
14506,"해표 포도씨유","(주)사조대림","포도씨유","롯데웰푸드주식회사천안공장",0.63,❌불일치,18
14507,"유산균발효미강","인보바이오텍","유산균발효미강","종일식품",1.00,❌불일치,28
14511,"마시는 석류 흑초","주식회사 오뚜기","마시는 석류","거제사슴영농조합법인",0.70,❌불일치,18
14520,"함박스테이크","대상(주) 단양공장","함박스테이크","주식회사 삼립 서천공장",1.00,❌불일치,144
14522,"설레임 밀크쉐이크","롯데웰푸드(주)","밀크쉐이크","셀플러스",0.60,❌불일치,73
14547,"오미자발효원액","두메푸드시스템 주식회사","오미자발효원액","힐링팜영농조합",1.00,❌불일치,9
14553,"한우불고기","(주)부산축산","한우불고기","성림푸드",1.00,❌불일치,58
14555,"피자핫도그","에쓰푸드홀딩스 주식회사","피자핫도그","팡스토리",1.00,❌불일치,56
14556,"스무디킹 인핸서 8","코스맥스엔비티(주)","스무디킹 인핸서 8","(주)유유헬스케어",1.00,❌불일치,72
14572,"새우젓(국산)","(주)이음푸드시스템 가동","국산 새우젓","(주)반찬단지",1.00,❌불일치,13
14592,"옥수수수염차","(주)퓨럽","옥수수수염차","(주)오뚜기",1.00,❌불일치,15
14595,"가쓰오유부우동","한일식품(주)","가쓰오유부우동 백다시","(주)면사랑",0.67,❌불일치,13
14618,"헛개나무추출액","한반도농협동강가공사업소","헛개나무추출액","풀무원건강생활(주)",1.00,❌불일치,12
14620,"아몬드머핀(C)","구스F&B(주) 1공장","아몬드머핀","서울식품공업(주)",0.75,❌불일치,91
14641,"붉은대게간장게장","(주)하람씨푸드","붉은대게간장게장","홍익농수산",1.00,❌불일치,10
14677,"제주감귤비타미","(주)아오스","제주감귤비타","(주)지에스바이오",0.67,❌불일치,145
14691,"참 둥굴레차","허브앤티","둥굴레차","대한다업(주)",0.71,❌불일치,7
14716,"스파게티&미트볼","씨제이제일제당(주)","토마토소스 미트볼 스파게티","주식회사 시아스쿡",0.60,❌불일치,34
14723,"참진한기름","(주)참인푸드","참진한기름","(주)해단지",1.00,❌불일치,20
14726,"햄치즈 잉글리쉬머핀","(주)더 쉐프","햄치즈 잉글리쉬 머핀","(주)유로베이크",0.64,❌불일치,21
14730,"돼지감자(뚱딴지)","농업회사법인(주)지리산디앤에이치(JD&H)","돼지감자 뚱딴지차","(주)KY식품",0.73,❌불일치,79
14735,"잉어빵 팥앙금","삼일민속제과","잉어빵 팥앙금","국민푸드",1.00,❌불일치,30
14749,"바베큐치킨","에쓰푸드(주)","바베큐치킨","제이에스푸드",1.00,❌불일치,29
14752,"큰댁국수(소면)","영미산업(주)","큰댁국수(소면)","효천푸드",1.00,❌불일치,9
14753,"뼈없는양념닭발","(주)오도푸드서비스","뼈없는양념닭발","(주)퀵앤쿡",1.00,❌불일치,49
14759,"해물모둠(생)","(주)은하수산 암남지점","해물모둠","해마(주)",0.71,❌불일치,25
14781,"고흥유자차","우리영농조합법인","고흥유자차","(주)케이지앤에프",1.00,❌불일치,20
14795,"딸기버터크림","(주)사랑과정성","딸기버터크림","주식회사 삼립 청주공장",1.00,❌불일치,50
14806,"고칼슘 검은콩두유","(주)자연과사람들","고칼슘 검은콩 두유","연세대학교 연세유업",0.62,❌불일치,92
14825,"새금호찰순대","(주)대울식품","새금호찰순대","성원식품",1.00,❌불일치,85
14828,"복숭아홍차","녹차원주식회사","복숭아홍차","(주)담터",1.00,❌불일치,67
14845,"우리밀소세지빵","주식회사 가온앤푸드","우리밀소세지빵","강남세움보호작업장",1.00,❌불일치,61
14854,"설록 민트 그린티","농업회사법인(주)오설록농장","민트 그린티","명인신광수차",0.70,❌불일치,13
14860,"티젠 루이보스","주식회사 티젠","루이보스 티","그레이스 앤 피스",0.67,❌불일치,7
14862,"고춧잎무침","(주)한스비앤에프 단양지점","고춧잎무침","한영식품",1.00,❌불일치,80
14864,"대웅 흑마늘 프리미엄","농업회사법인(주)동서웰빙","일동 프리미엄 흑마늘","(주)일동플러스팜",0.60,❌불일치,86
14887,"무뼈양념닭발","태하식품","무뼈양념닭발","부연식품",1.00,❌불일치,6
14910,"그린티쿠키","더업코리아(the up korea)","그린티쿠키","파티쉐 봉(Patissier Bong)",1.00,❌불일치,65
14912,"허니머스타드드레싱소스","주식회사청우식품","허니머스타드드레싱","주식회사 오뚜기",0.69,❌불일치,129
14950,"더덕장아찌","주식회사찬드림","더덕장아찌","순창고추장보존협의회",1.00,❌불일치,24
14956,"오리고추장불고기","(주)에이스푸드","올특찬 오리고추장불고기","(주)베베쿡",0.69,❌불일치,74
14964,"명품청국장찌개","(주)희선네","명품청국장찌개","부경식품",1.00,❌불일치,59
14968,"고려홍삼정과","효림농산영농조합법인","고려홍삼정과","(주)건보",1.00,❌불일치,8
14982,"마카다미아초콜릿","(주)초코텍","마카다미아초콜릿","(주)삼광식품",1.00,❌불일치,120
14986,"밀크카라멜","국제제과","밀크카라멜","(유)대현물산",1.00,❌불일치,68
14990,"벨기에와플믹스","사조동아원(주) 부산공장","벨기에와플믹스","대한제분(주)",1.00,❌불일치,41
14991,"헛개나무추출액","한반도농협동강가공사업소","헛개나무추출액","풀무원건강생활(주)",1.00,❌불일치,12
14997,"브라운 머스타드소스","대원","브라운 머스타드 소스","(주)예우당에프에스",0.64,❌불일치,181
15005,"삼육두유 검은참깨","네이처세븐","삼육두유 검은참깨 고칼슘","삼육식품",0.71,❌불일치,138
15025,"플레인 슈크림","자미원비앤에프","슈크림빵 플레인","(주)아워홈",0.70,❌불일치,81
15026,"인산 메주콩죽염간장","농업회사법인 주식회사 인산농장","인산 메주콩죽염간장","(주) 인산가 제2공장",1.00,❌불일치,10
15034,"해표 포도씨유","(주)사조대림","포도씨유","롯데웰푸드주식회사천안공장",0.63,❌불일치,18
15041,"봉밀절편홍삼-로얄","(주)한국인삼공사","봉밀절편홍삼","강원인삼농협",0.70,❌불일치,18
15073,"쌕쌕오렌지","롯데칠성음료(주)","쌕쌕오렌지","주식회사 네이처셀 칠곡공장",1.00,❌불일치,58
15090,"정성 한우소고기죽","(주)동우F&C","한우소고기죽","다림식품",0.70,❌불일치,96
